idx,idx,prompt,p1_bid,p2_true_cost
511,511,"
                For your own product, your procurement team reports that raw materials cost $27.916 per unit. 
                Manufacturing overhead adds 23.325% to the base cost. 
                Your supplier offers a 2.770% discount per unit.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $181614.013 and variable cost of $7.580 per unit. 
                    They maintain a strict 30.310% operating margin policy.
                    ",36.936571487327015,33.47370637311498
512,512,"
                For your own product, your procurement team reports that raw materials cost $30.792 per unit. 
                Manufacturing overhead adds 21.113% to the base cost. 
                Your supplier offers a 4.396% discount per unit.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $17.891 per unit, they add overhead at 42.459% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",38.93920035823423,35.65372248157102
513,513,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $164481.130 and variable cost of $6.166 per unit. 
                    They maintain a strict 33.383% operating margin policy.
                    
                Your manufacturing division reports that current material costs are $28.171 for each unit produced.
                The finance department allocates factory overhead at 38.603% of material costs.
                Your recently negotiated supplier agreement includes a 2.326% progressive discount for each unit ordered.
                ",33.94591953962039,38.13765003888797
514,514,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $26.224 per unit.
                Due to current factory utilization, overhead costs add 26.185% to production costs.
                The supplier offers a volume incentive of 3.834% per unit.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $157021.663 and variable cost of $8.583 per unit. 
                    They maintain a strict 29.136% operating margin policy.
                    ",34.269491269765105,31.82259567039987
515,515,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $27.369 per unit.
                Due to current factory utilization, overhead costs add 37.545% to production costs.
                The supplier offers a volume incentive of 2.226% per unit.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $231163.715 and variable cost of $5.747 per unit. 
                    They maintain a strict 34.994% operating margin policy.
                    ",44.401399414317055,36.80732421137516
516,516,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $21.798 per unit.
                Due to current factory utilization, overhead costs add 35.556% to production costs.
                The supplier offers a volume incentive of 3.029% per unit.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $236333.678 and variable cost of $5.229 per unit. 
                    They maintain a strict 29.128% operating margin policy.
                    ",40.72447300691723,28.654158599568596
517,517,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $23.861 per unit.
                Due to current factory utilization, overhead costs add 31.217% to production costs.
                The supplier offers a volume incentive of 2.642% per unit.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $172332.972. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 31.703%.
                    ",45.29850792804356,30.482579468876082
518,518,"
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $14.620 per unit, they add overhead at 48.385% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    
                Your manufacturing division reports that current material costs are $24.273 for each unit produced.
                The finance department allocates factory overhead at 31.247% of material costs.
                Your recently negotiated supplier agreement includes a 2.697% progressive discount for each unit ordered.
                ",33.14232654546811,30.99770421957089
519,519,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $182333.884 and variable cost of $9.070 per unit. 
                    They maintain a strict 34.901% operating margin policy.
                    
                Your manufacturing division reports that current material costs are $30.185 for each unit produced.
                The finance department allocates factory overhead at 26.938% of material costs.
                Your recently negotiated supplier agreement includes a 2.378% progressive discount for each unit ordered.
                ",41.940965818143766,37.40535180447189
520,520,"
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $193540.938. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 34.633%.
                    
                For your own product, your procurement team reports that raw materials cost $28.196 per unit. 
                Manufacturing overhead adds 21.556% to the base cost. 
                Your supplier offers a 4.644% discount per unit.
                ",46.569327496211145,32.68221964709005
521,521,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $21.770 per unit.
                Due to current factory utilization, overhead costs add 32.135% to production costs.
                The supplier offers a volume incentive of 4.334% per unit.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $188743.431 and variable cost of $5.187 per unit. 
                    They maintain a strict 29.697% operating margin policy.
                    ",34.22485706018193,27.519416062104536
522,522,"
                Your manufacturing division reports that current material costs are $26.240 for each unit produced.
                The finance department allocates factory overhead at 37.328% of material costs.
                Your recently negotiated supplier agreement includes a 4.497% progressive discount for each unit ordered.
                
                    Your supplier disclosed that P1's material costs represent 37.284% 
                    of their total manufacturing cost per unit. Their latest component order shows $7.761 
                    per unit in materials. Standard pricing policy sets final price at 2.109x total manufacturing cost.
                    ",43.89976265891448,34.41414597495452
523,523,"
                For your own product, your procurement team reports that raw materials cost $26.048 per unit. 
                Manufacturing overhead adds 32.437% to the base cost. 
                Your supplier offers a 3.457% discount per unit.
                
                    Your supplier disclosed that P1's material costs represent 39.954% 
                    of their total manufacturing cost per unit. Their latest component order shows $6.792 
                    per unit in materials. Standard pricing policy sets final price at 2.286x total manufacturing cost.
                    ",38.857406680688655,33.30436856041888
524,524,"
                    Your supplier disclosed that P1's material costs represent 38.161% 
                    of their total manufacturing cost per unit. Their latest component order shows $7.960 
                    per unit in materials. Standard pricing policy sets final price at 2.342x total manufacturing cost.
                    
                Your manufacturing division reports that current material costs are $29.667 for each unit produced.
                The finance department allocates factory overhead at 32.454% of material costs.
                Your recently negotiated supplier agreement includes a 3.588% progressive discount for each unit ordered.
                ",48.84652732057747,37.88538668794808
525,525,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $30.432 per unit.
                Due to current factory utilization, overhead costs add 22.164% to production costs.
                The supplier offers a volume incentive of 3.346% per unit.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $200252.620. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 34.146%.
                    ",48.87130703059592,35.93292583552756
526,526,"
                Your manufacturing division reports that current material costs are $30.160 for each unit produced.
                The finance department allocates factory overhead at 26.207% of material costs.
                Your recently negotiated supplier agreement includes a 2.699% progressive discount for each unit ordered.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $20.110 per unit, they add overhead at 44.112% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",44.27664584607582,37.0366455981205
527,527,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $24.293 per unit.
                Due to current factory utilization, overhead costs add 31.398% to production costs.
                The supplier offers a volume incentive of 2.572% per unit.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $15.680 per unit, they add overhead at 40.971% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",33.76986862790217,31.099233881350656
528,528,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $207131.773 and variable cost of $6.926 per unit. 
                    They maintain a strict 34.578% operating margin policy.
                    
                For your own product, your procurement team reports that raw materials cost $27.312 per unit. 
                Manufacturing overhead adds 38.041% to the base cost. 
                Your supplier offers a 4.899% discount per unit.
                ",42.24667757721555,35.854604899603245
529,529,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $30.096 per unit.
                Due to current factory utilization, overhead costs add 30.218% to production costs.
                The supplier offers a volume incentive of 2.137% per unit.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $303971.154 and variable cost of $5.404 per unit. 
                    They maintain a strict 29.516% operating margin policy.
                    ",50.79243662386657,38.35257437258483
530,530,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $29.017 per unit.
                Due to current factory utilization, overhead costs add 34.947% to production costs.
                The supplier offers a volume incentive of 2.548% per unit.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $19.833 per unit, they add overhead at 49.101% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",45.178069498688416,38.159716513306336
531,531,"
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $170975.797. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 30.555%.
                    
                For your own product, your procurement team reports that raw materials cost $30.274 per unit. 
                Manufacturing overhead adds 38.552% to the base cost. 
                Your supplier offers a 3.479% discount per unit.
                ",46.63065927505559,40.48655288696355
532,532,"
                For your own product, your procurement team reports that raw materials cost $29.300 per unit. 
                Manufacturing overhead adds 27.334% to the base cost. 
                Your supplier offers a 2.466% discount per unit.
                
                    Your supplier disclosed that P1's material costs represent 38.424% 
                    of their total manufacturing cost per unit. Their latest component order shows $7.761 
                    per unit in materials. Standard pricing policy sets final price at 2.126x total manufacturing cost.
                    ",42.93366460810843,36.3891594887847
533,533,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $30.014 per unit.
                Due to current factory utilization, overhead costs add 35.852% to production costs.
                The supplier offers a volume incentive of 3.089% per unit.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $20.639 per unit, they add overhead at 41.001% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",44.46028925343261,39.51434112950073
534,534,"
                For your own product, your procurement team reports that raw materials cost $29.365 per unit. 
                Manufacturing overhead adds 39.723% to the base cost. 
                Your supplier offers a 4.613% discount per unit.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $307500.353 and variable cost of $6.411 per unit. 
                    They maintain a strict 26.066% operating margin policy.
                    ",50.26243184049237,39.13722393949139
535,535,"
                Your manufacturing division reports that current material costs are $31.305 for each unit produced.
                The finance department allocates factory overhead at 29.754% of material costs.
                Your recently negotiated supplier agreement includes a 2.411% progressive discount for each unit ordered.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $22.632 per unit, they add overhead at 47.014% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",50.83173686011434,39.64033347113729
536,536,"
                For your own product, your procurement team reports that raw materials cost $30.518 per unit. 
                Manufacturing overhead adds 32.341% to the base cost. 
                Your supplier offers a 3.319% discount per unit.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $193038.194. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 37.571%.
                    ",42.81663920118729,39.047014729522864
537,537,"
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $188025.730. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 32.932%.
                    
                Your manufacturing division reports that current material costs are $27.207 for each unit produced.
                The finance department allocates factory overhead at 25.937% of material costs.
                Your recently negotiated supplier agreement includes a 4.808% progressive discount for each unit ordered.
                ",47.57964242260345,32.615834362911066
538,538,"
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $17.792 per unit, they add overhead at 47.621% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    
                Your manufacturing division reports that current material costs are $23.459 for each unit produced.
                The finance department allocates factory overhead at 25.978% of material costs.
                Your recently negotiated supplier agreement includes a 2.478% progressive discount for each unit ordered.
                ",40.12634785096242,28.820735286875504
539,539,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $28.171 per unit.
                Due to current factory utilization, overhead costs add 24.355% to production costs.
                The supplier offers a volume incentive of 2.758% per unit.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $291053.389 and variable cost of $6.070 per unit. 
                    They maintain a strict 28.156% operating margin policy.
                    ",48.96088600958611,34.06626225317742
540,540,"
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $183405.149. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 36.459%.
                    
                Your manufacturing division reports that current material costs are $27.923 for each unit produced.
                The finance department allocates factory overhead at 26.284% of material costs.
                Your recently negotiated supplier agreement includes a 4.703% progressive discount for each unit ordered.
                ",41.920161540397444,33.604139621146956
541,541,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $105414.116 and variable cost of $5.458 per unit. 
                    They maintain a strict 31.739% operating margin policy.
                    
                Your manufacturing division reports that current material costs are $25.557 for each unit produced.
                The finance department allocates factory overhead at 23.087% of material costs.
                Your recently negotiated supplier agreement includes a 3.601% progressive discount for each unit ordered.
                ",23.43815490184657,30.324214186056775
542,542,"
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $119692.547. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 31.499%.
                    
                Your manufacturing division reports that current material costs are $23.727 for each unit produced.
                The finance department allocates factory overhead at 29.355% of material costs.
                Your recently negotiated supplier agreement includes a 2.909% progressive discount for each unit ordered.
                ",31.665231394396937,29.798766302691615
543,543,"
                Your manufacturing division reports that current material costs are $27.884 for each unit produced.
                The finance department allocates factory overhead at 20.850% of material costs.
                Your recently negotiated supplier agreement includes a 2.469% progressive discount for each unit ordered.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $214502.472 and variable cost of $9.150 per unit. 
                    They maintain a strict 28.505% operating margin policy.
                    ",42.800795557917965,32.86593914312304
544,544,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $21.846 per unit.
                Due to current factory utilization, overhead costs add 30.531% to production costs.
                The supplier offers a volume incentive of 3.186% per unit.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $133727.813 and variable cost of $9.993 per unit. 
                    They maintain a strict 31.704% operating margin policy.
                    ",34.212376127305134,27.606863031449418
545,545,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $25.242 per unit.
                Due to current factory utilization, overhead costs add 25.140% to production costs.
                The supplier offers a volume incentive of 3.400% per unit.
                
                    Your supplier disclosed that P1's material costs represent 38.259% 
                    of their total manufacturing cost per unit. Their latest component order shows $7.202 
                    per unit in materials. Standard pricing policy sets final price at 2.035x total manufacturing cost.
                    ",38.311534880948855,30.514527797056036
546,546,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $203569.447 and variable cost of $5.420 per unit. 
                    They maintain a strict 32.846% operating margin policy.
                    
                Your manufacturing division reports that current material costs are $25.771 for each unit produced.
                The finance department allocates factory overhead at 30.350% of material costs.
                Your recently negotiated supplier agreement includes a 2.305% progressive discount for each unit ordered.
                ",38.38530553030882,32.81864369559202
547,547,"
                Your manufacturing division reports that current material costs are $23.978 for each unit produced.
                The finance department allocates factory overhead at 29.209% of material costs.
                Your recently negotiated supplier agreement includes a 4.231% progressive discount for each unit ordered.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $20.735 per unit, they add overhead at 40.931% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",44.64531238177497,29.671547962219304
548,548,"
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $18.230 per unit, they add overhead at 44.142% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    
                Your manufacturing division reports that current material costs are $26.188 for each unit produced.
                The finance department allocates factory overhead at 36.977% of material costs.
                Your recently negotiated supplier agreement includes a 2.587% progressive discount for each unit ordered.
                ",40.14468013751561,34.94345390307957
549,549,"
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $18.053 per unit, they add overhead at 45.959% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $23.981 per unit.
                Due to current factory utilization, overhead costs add 39.414% to production costs.
                The supplier offers a volume incentive of 2.532% per unit.
                ",40.25726476597664,32.58556810307381
550,550,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $23.077 per unit.
                Due to current factory utilization, overhead costs add 28.834% to production costs.
                The supplier offers a volume incentive of 3.922% per unit.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $18.462 per unit, they add overhead at 43.424% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",40.453602742264096,28.564679097244568
551,551,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $21.723 per unit.
                Due to current factory utilization, overhead costs add 20.526% to production costs.
                The supplier offers a volume incentive of 2.451% per unit.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $109023.349. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 30.877%.
                    ",29.42417286559299,25.540220724784884
552,552,"
                Your manufacturing division reports that current material costs are $29.616 for each unit produced.
                The finance department allocates factory overhead at 31.324% of material costs.
                Your recently negotiated supplier agreement includes a 2.804% progressive discount for each unit ordered.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $17.032 per unit, they add overhead at 40.759% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",36.62596909542598,37.803033395009415
553,553,"
                Your manufacturing division reports that current material costs are $27.826 for each unit produced.
                The finance department allocates factory overhead at 22.918% of material costs.
                Your recently negotiated supplier agreement includes a 4.824% progressive discount for each unit ordered.
                
                    Your supplier disclosed that P1's material costs represent 38.843% 
                    of their total manufacturing cost per unit. Their latest component order shows $6.479 
                    per unit in materials. Standard pricing policy sets final price at 2.387x total manufacturing cost.
                    ",39.823357251340326,32.553051617795404
554,554,"
                Your manufacturing division reports that current material costs are $28.780 for each unit produced.
                The finance department allocates factory overhead at 32.116% of material costs.
                Your recently negotiated supplier agreement includes a 2.702% progressive discount for each unit ordered.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $23.403 per unit, they add overhead at 43.826% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",51.424743422361296,36.995438345762174
555,555,"
                For your own product, your procurement team reports that raw materials cost $24.690 per unit. 
                Manufacturing overhead adds 25.509% to the base cost. 
                Your supplier offers a 2.405% discount per unit.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $19.337 per unit, they add overhead at 48.582% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",43.89439158249432,30.243156002049982
556,556,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $23.289 per unit.
                Due to current factory utilization, overhead costs add 22.351% to production costs.
                The supplier offers a volume incentive of 4.502% per unit.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $13.632 per unit, they add overhead at 47.155% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",30.647409007699455,27.212101266534294
557,557,"
                Your manufacturing division reports that current material costs are $24.270 for each unit produced.
                The finance department allocates factory overhead at 36.192% of material costs.
                Your recently negotiated supplier agreement includes a 2.297% progressive discount for each unit ordered.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $250348.327 and variable cost of $8.229 per unit. 
                    They maintain a strict 28.120% operating margin policy.
                    ",46.277023967046524,32.29438656165102
558,558,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $27.938 per unit.
                Due to current factory utilization, overhead costs add 33.654% to production costs.
                The supplier offers a volume incentive of 3.184% per unit.
                
                    Your supplier disclosed that P1's material costs represent 37.297% 
                    of their total manufacturing cost per unit. Their latest component order shows $6.917 
                    per unit in materials. Standard pricing policy sets final price at 2.374x total manufacturing cost.
                    ",44.03740683594123,36.15104189911262
559,559,"
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $153851.336. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 34.218%.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $26.560 per unit.
                Due to current factory utilization, overhead costs add 34.072% to production costs.
                The supplier offers a volume incentive of 3.870% per unit.
                ",37.468779637470575,34.23120339120898
560,560,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $210487.281 and variable cost of $5.384 per unit. 
                    They maintain a strict 26.708% operating margin policy.
                    
                For your own product, your procurement team reports that raw materials cost $27.563 per unit. 
                Manufacturing overhead adds 24.289% to the base cost. 
                Your supplier offers a 3.183% discount per unit.
                ",36.06568586315509,33.16731225933429
561,561,"
                For your own product, your procurement team reports that raw materials cost $30.771 per unit. 
                Manufacturing overhead adds 28.886% to the base cost. 
                Your supplier offers a 2.679% discount per unit.
                
                    Your supplier disclosed that P1's material costs represent 40.122% 
                    of their total manufacturing cost per unit. Their latest component order shows $9.042 
                    per unit in materials. Standard pricing policy sets final price at 2.274x total manufacturing cost.
                    ",51.241368724426,38.59775300176975
562,562,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $25.487 per unit.
                Due to current factory utilization, overhead costs add 25.835% to production costs.
                The supplier offers a volume incentive of 3.815% per unit.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $18.811 per unit, they add overhead at 47.554% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",42.40501139462124,30.847579219938627
563,563,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $28.999 per unit.
                Due to current factory utilization, overhead costs add 22.150% to production costs.
                The supplier offers a volume incentive of 2.495% per unit.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $16.436 per unit, they add overhead at 43.508% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",36.03472108259344,34.538090890790464
564,564,"
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $8.223 per unit, they add overhead at 49.660% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $27.347 per unit.
                Due to current factory utilization, overhead costs add 25.746% to production costs.
                The supplier offers a volume incentive of 4.311% per unit.
                ",18.800755284888766,32.90514542923691
565,565,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $245455.239 and variable cost of $6.160 per unit. 
                    They maintain a strict 28.649% operating margin policy.
                    
                Your manufacturing division reports that current material costs are $25.407 for each unit produced.
                The finance department allocates factory overhead at 34.236% of material costs.
                Your recently negotiated supplier agreement includes a 4.156% progressive discount for each unit ordered.
                ",43.03492125204988,32.68760832480378
566,566,"
                For your own product, your procurement team reports that raw materials cost $21.737 per unit. 
                Manufacturing overhead adds 29.382% to the base cost. 
                Your supplier offers a 3.964% discount per unit.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $182714.039 and variable cost of $7.313 per unit. 
                    They maintain a strict 27.148% operating margin policy.
                    ",35.11779438167929,27.008941041530367
567,567,"
                For your own product, your procurement team reports that raw materials cost $25.284 per unit. 
                Manufacturing overhead adds 29.949% to the base cost. 
                Your supplier offers a 4.385% discount per unit.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $159202.391. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 37.585%.
                    ",35.29830323245811,31.41586242702293
568,568,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $29.716 per unit.
                Due to current factory utilization, overhead costs add 27.997% to production costs.
                The supplier offers a volume incentive of 2.841% per unit.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $20.947 per unit, they add overhead at 40.913% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",45.09519588934593,36.95560276495628
569,569,"
                For your own product, your procurement team reports that raw materials cost $23.747 per unit. 
                Manufacturing overhead adds 37.600% to the base cost. 
                Your supplier offers a 3.910% discount per unit.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $21.163 per unit, they add overhead at 40.082% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",45.29215603065161,31.398153116222904
570,570,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $28.140 per unit.
                Due to current factory utilization, overhead costs add 31.884% to production costs.
                The supplier offers a volume incentive of 3.707% per unit.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $21.280 per unit, they add overhead at 49.564% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",48.625587009708326,35.73685505322639
571,571,"
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $16.240 per unit, they add overhead at 48.470% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $28.508 per unit.
                Due to current factory utilization, overhead costs add 26.217% to production costs.
                The supplier offers a volume incentive of 4.224% per unit.
                ",36.837688572100056,34.46275628297652
572,572,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $180246.858 and variable cost of $6.533 per unit. 
                    They maintain a strict 32.030% operating margin policy.
                    
                Your manufacturing division reports that current material costs are $23.186 for each unit produced.
                The finance department allocates factory overhead at 25.649% of material costs.
                Your recently negotiated supplier agreement includes a 3.833% progressive discount for each unit ordered.
                ",36.131055511526355,28.016098655752433
573,573,"
                Your manufacturing division reports that current material costs are $30.489 for each unit produced.
                The finance department allocates factory overhead at 34.040% of material costs.
                Your recently negotiated supplier agreement includes a 4.229% progressive discount for each unit ordered.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $121455.945 and variable cost of $7.068 per unit. 
                    They maintain a strict 32.554% operating margin policy.
                    ",28.48711081521013,39.13954802529314
